TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ANO_CONCLUIU,TP_ESCOLA,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q006
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,5007901,50,MS,Presente,Presente,Presente,Presente,489.0,526.4,542.9,547.0,720.0,J
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,3554102,35,SP,Presente,Presente,Presente,Presente,523.0,440.3,547.2,558.5,640.0,E
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,5208707,52,GO,Presente,Presente,Presente,Presente,420.3,455.1,479.0,571.0,680.0,D
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,4304606,43,RS,Presente,Presente,Presente,Presente,474.9,482.8,471.9,378.4,540.0,F
Entre 26 e 30 anos,F,Branca,Brasileiro(a),2010,Não Respondeu,2507507,25,PB,Presente,Presente,Presente,Presente,494.8,562.4,568.3,588.8,660.0,H
18 anos,M,Parda,Brasileiro(a),Não informado,Privada,2926608,29,BA,Presente,Presente,Presente,Presente,541.0,611.2,601.9,502.3,760.0,C
17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,4115804,41,PR,Faltou,Presente,Presente,Faltou,,568.5,503.0,,560.0,H
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,2601102,26,PE,Faltou,Faltou,Faltou,Faltou,,,,,,B
19 anos,M,Branca,Brasileiro(a),2020,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,476.7,603.0,522.2,469.3,780.0,M
18 anos,F,Branca,Brasileiro(a),Não informado,Privada,3303401,33,RJ,Presente,Presente,Presente,Presente,512.1,572.0,541.2,510.3,900.0,D
Entre 36 e 40 anos,M,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,2303709,23,CE,Presente,Presente,Presente,Presente,606.4,564.4,530.9,617.5,500.0,F
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,4302808,43,RS,Presente,Presente,Presente,Presente,419.2,450.8,497.0,526.5,440.0,E
22 anos,F,Parda,Brasileiro(a),2016,Não Respondeu,2607901,26,PE,Presente,Presente,Presente,Presente,394.3,621.1,579.3,577.0,660.0,B
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,5002704,50,MS,Faltou,Faltou,Faltou,Faltou,,,,,,M
19 anos,M,Parda,Brasileiro(a),Não informado,Pública,2927408,29,BA,Presente,Presente,Presente,Presente,577.9,648.4,575.2,578.5,580.0,A
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,4320800,43,RS,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,1300805,13,AM,Faltou,Presente,Presente,Faltou,,371.6,374.8,,380.0,B
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,2304400,23,CE,Presente,Presente,Presente,Presente,468.3,497.9,481.1,427.5,380.0,B
20 anos,F,Branca,Brasileiro(a),2019,Não Respondeu,4204202,42,SC,Presente,Presente,Presente,Presente,482.4,554.2,589.7,526.1,820.0,H
17 anos,M,Parda,Brasileiro(a),Não informado,Pública,2303808,23,CE,Presente,Presente,Presente,Presente,533.3,542.8,447.1,571.3,540.0,A
Entre 31 e 35 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,1501402,15,PA,Presente,Presente,Presente,Presente,498.2,618.3,564.9,421.2,640.0,B
22 anos,F,Preta,Brasileiro(a),2018,Não Respondeu,2409308,24,RN,Presente,Presente,Presente,Presente,357.0,465.4,406.2,420.7,360.0,B
Entre 36 e 40 anos,M,Parda,Brasileiro(a),2008,Não Respondeu,3302270,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,B
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,5220108,52,GO,Presente,Presente,Presente,Presente,401.7,438.6,436.8,406.0,720.0,B
17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,3205309,32,ES,Presente,Presente,Presente,Presente,630.2,604.1,551.3,705.0,900.0,L
Maior de 70 anos,M,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,3106200,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,E
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3151800,31,MG,Presente,Presente,Presente,Presente,461.5,433.2,547.9,745.6,780.0,Q
17 anos,M,Preta,Brasileiro(a),Não informado,Pública,2601409,26,PE,Presente,Presente,Presente,Presente,415.4,404.0,365.8,453.2,400.0,A
17 anos,M,Branca,Brasileiro(a),Não informado,Pública,2304400,23,CE,Presente,Presente,Presente,Presente,658.2,644.2,639.6,767.8,880.0,C
19 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3301900,33,RJ,Presente,Presente,Presente,Presente,401.5,620.1,532.8,576.6,800.0,E
18 anos,M,Branca,Brasileiro(a),Não informado,Privada,3304557,33,RJ,Presente,Presente,Presente,Presente,463.3,449.6,555.7,396.8,680.0,K
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,5006606,50,MS,Faltou,Faltou,Faltou,Faltou,,,,,,F
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,2304400,23,CE,Presente,Presente,Presente,Presente,432.1,567.8,539.0,508.7,520.0,B
20 anos,M,Parda,Brasileiro(a),2018,Não Respondeu,2105401,21,MA,Presente,Presente,Presente,Presente,429.1,541.8,487.0,693.8,800.0,F
22 anos,M,Branca,Brasileiro(a),2018,Não Respondeu,4322400,43,RS,Presente,Presente,Presente,Presente,523.4,523.4,413.1,495.6,360.0,E
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3301306,33,RJ,Presente,Presente,Presente,Presente,554.7,609.3,591.6,622.8,940.0,O
Menor de 17 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,2201200,22,PI,Presente,Presente,Presente,Presente,404.8,528.9,501.5,461.3,600.0,B
22 anos,F,Parda,Brasileiro(a),2018,Não Respondeu,2403103,24,RN,Presente,Presente,Presente,Presente,410.0,398.9,360.9,456.9,620.0,B
20 anos,F,Preta,Brasileiro(a),2019,Não Respondeu,3306008,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,E
17 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,3105608,31,MG,Presente,Presente,Presente,Presente,617.2,652.7,611.9,751.7,660.0,K
Menor de 17 anos,M,Preta,Brasileiro(a),Não informado,Não Respondeu,1302603,13,AM,Presente,Presente,Presente,Presente,498.9,553.6,564.1,396.7,620.0,O
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,3127701,31,MG,Presente,Presente,Presente,Presente,501.6,390.7,493.3,566.2,540.0,B
18 anos,F,Preta,Brasileiro(a),Não informado,Pública,4204202,42,SC,Faltou,Faltou,Faltou,Faltou,,,,,,I
19 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3104205,31,MG,Presente,Presente,Presente,Presente,536.2,575.2,619.9,483.7,560.0,E
17 anos,F,Branca,Brasileiro(a),Não informado,Privada,3301702,33,RJ,Faltou,Presente,Presente,Faltou,,497.2,449.1,,0.0,F
17 anos,M,Preta,Brasileiro(a),Não informado,Pública,2929305,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,B
Entre 41 e 45 anos,F,Preta,Brasileiro(a),Antes de 2007,Não Respondeu,3106200,31,MG,Presente,Presente,Presente,Presente,495.3,501.7,522.9,376.2,660.0,F
Entre 36 e 40 anos,M,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,2304202,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,D
18 anos,M,Parda,Brasileiro(a),Não informado,Privada,3518800,35,SP,Presente,Presente,Presente,Presente,545.6,565.3,552.6,608.6,700.0,I
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,5002704,50,MS,Faltou,Faltou,Faltou,Faltou,,,,,,B
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,2307304,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,B
20 anos,M,Branca,Brasileiro(a),2019,Não Respondeu,4113700,41,PR,Presente,Presente,Presente,Presente,406.8,366.9,450.2,451.7,560.0,C
19 anos,F,Parda,Brasileiro(a),Não informado,Pública,2506905,25,PB,Presente,Presente,Presente,Presente,408.0,387.9,355.0,447.2,360.0,A
22 anos,M,Não Declarado,Brasileiro(a),2017,Não Respondeu,5300108,53,DF,Presente,Presente,Presente,Presente,582.9,620.8,607.9,639.0,960.0,B
20 anos,M,Indígena,Brasileiro(a),Não informado,Não Respondeu,1501402,15,PA,Faltou,Faltou,Faltou,Faltou,,,,,,B
24 anos,M,Indígena,Brasileiro(a),Não informado,Pública,3106200,31,MG,Presente,Presente,Presente,Presente,414.8,424.1,345.2,436.8,520.0,B
Entre 26 e 30 anos,F,Parda,Brasileiro(a),2009,Não Respondeu,2804805,28,SE,Faltou,Faltou,Faltou,Faltou,,,,,,C
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,2307106,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,B
22 anos,F,Parda,Brasileiro(a),2016,Não Respondeu,3303906,33,RJ,Presente,Presente,Presente,Presente,346.9,517.8,501.7,551.5,660.0,D
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,3205309,32,ES,Presente,Presente,Presente,Presente,577.1,562.5,584.6,642.8,820.0,P
18 anos,M,Branca,Brasileiro(a),Não informado,Pública,3518800,35,SP,Presente,Presente,Presente,Presente,380.0,413.5,445.7,583.0,520.0,D
19 anos,F,Parda,Brasileiro(a),Não informado,Pública,3300704,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,B
17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,3506003,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,Q
21 anos,M,Branca,Brasileiro(a),2018,Não Respondeu,4315602,43,RS,Presente,Presente,Presente,Presente,424.8,486.4,413.1,520.9,460.0,D
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,2930303,29,BA,Presente,Presente,Presente,Presente,438.9,436.2,460.3,382.9,580.0,C
22 anos,F,Preta,Brasileiro(a),2016,Não Respondeu,3303500,33,RJ,Faltou,Presente,Presente,Faltou,,601.0,582.0,,840.0,C
17 anos,M,Parda,Brasileiro(a),Não informado,Pública,3518800,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,C
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,1100114,11,RO,Faltou,Presente,Presente,Faltou,,375.6,411.8,,440.0,D
19 anos,M,Branca,Brasileiro(a),2019,Não Respondeu,3107109,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,B
Entre 36 e 40 anos,F,Parda,Brasileiro(a),2010,Não Respondeu,4311304,43,RS,Faltou,Faltou,Faltou,Faltou,,,,,,I
Entre 31 e 35 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,2704302,27,AL,Faltou,Faltou,Faltou,Faltou,,,,,,C
Entre 36 e 40 anos,M,Não Declarado,Brasileiro(a),2017,Não Respondeu,2211001,22,PI,Faltou,Faltou,Faltou,Faltou,,,,,,F
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,1400100,14,RR,Presente,Presente,Presente,Presente,411.0,476.9,460.6,598.6,520.0,F
24 anos,M,Preta,Brasileiro(a),2015,Não Respondeu,1501402,15,PA,Presente,Presente,Presente,Presente,442.9,481.3,429.4,440.9,700.0,A
Entre 41 e 45 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2927408,29,BA,Presente,Presente,Presente,Presente,555.9,622.2,507.7,412.6,440.0,A
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,2101202,21,MA,Presente,Presente,Presente,Presente,431.9,619.2,549.7,522.3,940.0,C
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3509502,35,SP,Faltou,Presente,Presente,Faltou,,594.8,612.3,,600.0,O
Entre 36 e 40 anos,M,Preta,Brasileiro(a),Antes de 2007,Não Respondeu,5208707,52,GO,Presente,Presente,Presente,Presente,560.0,567.0,569.6,519.5,640.0,E
Entre 36 e 40 anos,F,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,2504009,25,PB,Faltou,Faltou,Faltou,Faltou,,,,,,C
23 anos,F,Branca,Brasileiro(a),2016,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,666.8,406.7,540.2,716.6,640.0,G
Entre 26 e 30 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,2607901,26,PE,Faltou,Faltou,Faltou,Faltou,,,,,,C
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,5201405,52,GO,Faltou,Faltou,Faltou,Faltou,,,,,,E
Entre 41 e 45 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,1302603,13,AM,Presente,Presente,Presente,Presente,463.4,348.6,373.4,347.2,380.0,A
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,2505105,25,PB,Presente,Presente,Presente,Presente,430.0,387.7,439.5,459.0,560.0,B
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,2507507,25,PB,Presente,Presente,Presente,Presente,487.7,549.8,497.3,517.5,580.0,F
Entre 31 e 35 anos,F,Parda,Brasileiro(a),2011,Não Respondeu,2110609,21,MA,Presente,Presente,Presente,Presente,481.0,334.9,434.7,537.8,440.0,B
Entre 31 e 35 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,5107602,51,MT,Presente,Presente,Presente,Presente,454.8,557.6,528.6,499.3,480.0,C
Entre 26 e 30 anos,F,Preta,Brasileiro(a),2010,Não Respondeu,4302105,43,RS,Faltou,Faltou,Faltou,Faltou,,,,,,D
21 anos,F,Branca,Brasileiro(a),2017,Não Respondeu,2506905,25,PB,Faltou,Faltou,Faltou,Faltou,,,,,,B
Entre 31 e 35 anos,F,Parda,Brasileiro(a),2008,Não Respondeu,1501501,15,PA,Faltou,Faltou,Faltou,Faltou,,,,,,B
19 anos,M,Parda,Brasileiro(a),Não informado,Pública,2607653,26,PE,Presente,Presente,Presente,Presente,567.7,475.7,477.2,514.9,660.0,D
Entre 26 e 30 anos,F,Parda,Brasileiro(a),2012,Não Respondeu,3510609,35,SP,Presente,Presente,Presente,Presente,438.7,509.9,390.5,503.9,320.0,B
25 anos,F,Parda,Brasileiro(a),2017,Não Respondeu,1500800,15,PA,Presente,Presente,Presente,Presente,435.1,353.0,384.4,383.1,540.0,B
24 anos,M,Parda,Brasileiro(a),Não informado,Pública,2305506,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,C
20 anos,F,Parda,Brasileiro(a),2019,Não Respondeu,3144300,31,MG,Presente,Presente,Presente,Presente,505.0,509.2,519.7,584.0,600.0,D
Entre 36 e 40 anos,F,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,3550308,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,C
17 anos,M,Parda,Brasileiro(a),Não informado,Pública,1500107,15,PA,Faltou,Faltou,Faltou,Faltou,,,,,,A
Entre 46 e 50 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,3300456,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,A
Menor de 17 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,2200202,22,PI,Faltou,Faltou,Faltou,Faltou,,,,,,G
17 anos,F,Branca,Brasileiro(a),Não informado,Privada,3304557,33,RJ,Presente,Presente,Presente,Presente,561.6,621.7,517.8,597.9,800.0,E
20 anos,M,Branca,Brasileiro(a),2019,Não Respondeu,3529302,35,SP,Presente,Presente,Presente,Presente,541.2,620.5,608.8,659.1,700.0,J
20 anos,M,Parda,Brasileiro(a),2018,Não Respondeu,2900702,29,BA,Presente,Presente,Presente,Presente,449.4,495.3,374.4,393.7,700.0,B
17 anos,M,Branca,Brasileiro(a),Não informado,Pública,4311403,43,RS,Presente,Presente,Presente,Presente,373.2,365.3,366.3,441.3,480.0,F
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,2111102,21,MA,Presente,Presente,Presente,Presente,420.6,377.8,356.1,477.9,360.0,B
25 anos,F,Branca,Brasileiro(a),2015,Não Respondeu,4108403,41,PR,Presente,Presente,Presente,Presente,481.6,416.1,341.7,437.2,420.0,G
Entre 26 e 30 anos,F,Branca,Brasileiro(a),2013,Não Respondeu,3152501,31,MG,Presente,Presente,Presente,Presente,620.9,742.6,622.1,768.0,680.0,M
Entre 31 e 35 anos,M,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,2311405,23,CE,Presente,Presente,Presente,Presente,520.6,540.2,486.2,576.5,480.0,C
Entre 26 e 30 anos,F,Parda,Brasileiro(a),Não informado,Pública,2304400,23,CE,Presente,Presente,Presente,Presente,460.8,598.9,569.5,610.0,620.0,C
22 anos,F,Parda,Brasileiro(a),2019,Não Respondeu,1302603,13,AM,Faltou,Faltou,Faltou,Faltou,,,,,,C
18 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,4307708,43,RS,Presente,Presente,Presente,Presente,458.0,451.4,503.4,561.0,0.0,C
18 anos,F,Preta,Brasileiro(a),Não informado,Pública,3303500,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,D
19 anos,F,Parda,Brasileiro(a),Não informado,Pública,1200203,12,AC,Presente,Presente,Presente,Presente,365.7,453.9,351.3,441.2,440.0,B
21 anos,M,Amarela,Brasileiro(a),2018,Não Respondeu,2112209,21,MA,Presente,Presente,Presente,Presente,404.6,558.3,571.2,607.7,380.0,E
Entre 26 e 30 anos,F,Amarela,Brasileiro(a),2012,Não Respondeu,2408003,24,RN,Faltou,Faltou,Faltou,Faltou,,,,,,B
Entre 31 e 35 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2109809,21,MA,Presente,Presente,Presente,Presente,488.8,626.7,508.9,594.4,600.0,C
17 anos,M,Branca,Brasileiro(a),Não informado,Pública,2313302,23,CE,Presente,Presente,Presente,Presente,520.0,545.7,459.3,520.3,580.0,B
18 anos,F,Branca,Brasileiro(a)Naturalizado(a),Não informado,Pública,3147907,31,MG,Presente,Presente,Presente,Presente,408.6,424.0,463.9,443.4,720.0,C
17 anos,F,Preta,Brasileiro(a),Não informado,Pública,3301702,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,C
21 anos,M,Branca,Brasileiro(a),2018,Não Respondeu,3503307,35,SP,Presente,Presente,Presente,Presente,613.4,572.2,616.6,695.1,700.0,I
22 anos,M,Parda,Brasileiro(a),2017,Não Respondeu,2504009,25,PB,Faltou,Faltou,Faltou,Faltou,,,,,,B
17 anos,M,Branca,Brasileiro(a),Não informado,Pública,3150802,31,MG,Presente,Presente,Presente,Presente,547.2,589.8,541.7,614.4,880.0,B
22 anos,F,Parda,Brasileiro(a),2017,Não Respondeu,2402600,24,RN,Faltou,Faltou,Faltou,Faltou,,,,,,B
19 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,5300108,53,DF,Presente,Presente,Presente,Presente,522.5,533.0,500.8,614.3,640.0,K
18 anos,M,Parda,Brasileiro(a),2020,Não Respondeu,4115200,41,PR,Faltou,Faltou,Faltou,Faltou,,,,,,H
21 anos,M,Preta,Brasileiro(a),2020,Não Respondeu,1501782,15,PA,Presente,Presente,Presente,Presente,356.2,360.8,383.9,404.3,620.0,B
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,2208403,22,PI,Faltou,Presente,Presente,Faltou,,419.8,408.8,,0.0,F
19 anos,M,Branca,Brasileiro(a),2020,Não Respondeu,2304400,23,CE,Presente,Presente,Presente,Presente,399.3,582.1,571.1,616.4,560.0,C
18 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,4106902,41,PR,Faltou,Faltou,Faltou,Faltou,,,,,,B
Entre 26 e 30 anos,F,Parda,Brasileiro(a),2009,Não Respondeu,1500800,15,PA,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,M,Preta,Brasileiro(a),Não informado,Pública,2800308,28,SE,Presente,Presente,Presente,Presente,540.3,577.3,481.3,646.0,780.0,D
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,1300805,13,AM,Faltou,Faltou,Faltou,Faltou,,,,,,B
Menor de 17 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,2101608,21,MA,Presente,Presente,Presente,Presente,376.1,422.9,418.5,423.7,460.0,G
Entre 31 e 35 anos,F,Branca,Brasileiro(a),2007,Não Respondeu,5108402,51,MT,Presente,Presente,Presente,Presente,463.8,577.9,535.6,548.6,640.0,E
19 anos,F,Amarela,Brasileiro(a),Não informado,Pública,2403251,24,RN,Presente,Presente,Presente,Presente,476.5,504.0,526.2,397.2,460.0,B
21 anos,M,Preta,Brasileiro(a),2018,Não Respondeu,2611101,26,PE,Faltou,Faltou,Faltou,Faltou,,,,,,C
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,5007109,50,MS,Presente,Presente,Presente,Presente,418.7,410.0,417.9,373.6,300.0,C
19 anos,F,Branca,Brasileiro(a),2019,Não Respondeu,1600600,16,AP,Presente,Presente,Presente,Presente,459.7,561.8,586.5,660.6,900.0,B
Entre 26 e 30 anos,M,Branca,Brasileiro(a),2013,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,540.0,337.3,518.1,447.7,500.0,E
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,5220207,52,GO,Presente,Presente,Presente,Presente,385.3,465.9,406.7,368.7,420.0,I
Entre 51 e 55 anos,F,Preta,Brasileiro(a),Não informado,Não Respondeu,4314902,43,RS,Presente,Presente,Presente,Presente,440.2,414.2,506.0,452.3,600.0,B
19 anos,M,Parda,Brasileiro(a),2019,Não Respondeu,2914703,29,BA,Presente,Presente,Presente,Presente,370.6,413.7,422.5,495.3,380.0,A
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,3106200,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,1600303,16,AP,Presente,Presente,Presente,Presente,461.6,436.9,431.2,427.5,920.0,I
18 anos,M,Branca,Brasileiro(a),Não informado,Pública,4211900,42,SC,Presente,Presente,Presente,Presente,586.7,698.4,604.5,627.7,660.0,G
21 anos,M,Branca,Brasileiro(a),2017,Não Respondeu,2311306,23,CE,Presente,Presente,Presente,Presente,410.4,483.6,493.1,520.4,760.0,E
25 anos,M,Preta,Brasileiro(a),2014,Não Respondeu,2905701,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,C
Entre 56 e 60 anos,M,Preta,Brasileiro(a),Antes de 2007,Não Respondeu,3304557,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,J
Entre 26 e 30 anos,F,Amarela,Brasileiro(a),Não informado,Não Respondeu,2507507,25,PB,Presente,Presente,Presente,Presente,415.2,439.9,450.3,440.8,480.0,C
Entre 31 e 35 anos,F,Preta,Brasileiro(a),Antes de 2007,Não Respondeu,3550308,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,D
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2604106,26,PE,Presente,Presente,Presente,Presente,521.9,458.7,495.9,441.2,780.0,D
Menor de 17 anos,M,Amarela,Brasileiro(a),Não informado,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,635.4,658.7,605.3,716.2,940.0,F
Menor de 17 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,2304103,23,CE,Presente,Presente,Presente,Presente,381.7,436.9,480.4,426.6,720.0,C
Entre 41 e 45 anos,F,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,1501709,15,PA,Faltou,Faltou,Faltou,Faltou,,,,,,A
19 anos,F,Parda,Brasileiro(a),2019,Não Respondeu,2304400,23,CE,Presente,Presente,Presente,Presente,560.5,594.6,521.8,630.1,780.0,D
Entre 26 e 30 anos,F,Parda,Brasileiro(a),2011,Não Respondeu,1600501,16,AP,Presente,Presente,Presente,Presente,392.7,431.4,467.0,447.3,520.0,B
Entre 31 e 35 anos,F,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,2507507,25,PB,Presente,Presente,Presente,Presente,514.1,503.8,528.8,478.8,660.0,D
18 anos,F,Parda,Brasileiro(a),Não informado,Privada,3503208,35,SP,Presente,Presente,Presente,Presente,457.0,577.5,555.3,455.8,660.0,E
19 anos,M,Parda,Brasileiro(a),2020,Não Respondeu,3143302,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,C
Entre 41 e 45 anos,F,Não Declarado,Brasileiro(a),Antes de 2007,Não Respondeu,2211001,22,PI,Presente,Presente,Presente,Presente,514.6,429.9,567.1,481.4,700.0,G
23 anos,F,Branca,Brasileiro(a),2016,Não Respondeu,3106200,31,MG,Presente,Presente,Presente,Presente,430.9,614.9,560.6,479.5,800.0,M
25 anos,F,Preta,Brasileiro(a),2014,Não Respondeu,3140001,31,MG,Presente,Presente,Presente,Presente,471.6,532.7,509.8,528.9,580.0,D
Entre 26 e 30 anos,M,Parda,Brasileiro(a),2013,Não Respondeu,3550308,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,D
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3304904,33,RJ,Presente,Presente,Presente,Presente,422.8,548.2,535.2,610.9,880.0,I
22 anos,F,Branca,Brasileiro(a),2016,Não Respondeu,3547809,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,F
19 anos,F,Parda,Brasileiro(a),2019,Não Respondeu,3523107,35,SP,Presente,Presente,Presente,Presente,556.7,543.3,473.6,534.7,640.0,F
19 anos,F,Preta,Brasileiro(a),Não informado,Pública,2905701,29,BA,Presente,Presente,Presente,Presente,447.9,478.2,549.4,441.4,880.0,C
18 anos,F,Preta,Brasileiro(a),2020,Não Respondeu,2911204,29,BA,Presente,Presente,Presente,Presente,393.4,381.6,382.4,561.1,400.0,B
18 anos,M,Branca,Brasileiro(a),2020,Não Respondeu,3201209,32,ES,Presente,Presente,Presente,Presente,513.7,606.1,582.3,665.1,600.0,D
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,2602100,26,PE,Presente,Presente,Presente,Presente,419.6,403.0,368.5,389.8,660.0,B
Entre 41 e 45 anos,F,Preta,Brasileiro(a),Não informado,Não Respondeu,2111300,21,MA,Faltou,Faltou,Faltou,Faltou,,,,,,B
